timestamp_utc,solar_pred,wind_offshore_pred,wind_onshore_pred,solar_act,wind_act,dayahead_price,imbalance_price
2024-02-29T23:00:00.0,0.0,3722.663666666667,2621.859,0.0,5.055999999999999,63.84,47.0
2024-02-29T23:30:00.0,0.0,3722.663666666667,2621.859,0.0,5.444,63.84,47.0
2024-03-01T00:00:00.0,0.0,3688.286,2872.832,0.0,1.898,63.25,47.0
2024-03-01T00:30:00.0,0.0,3688.286,2872.832,0.0,0.0,63.25,47.01
2024-03-01T01:00:00.0,0.0,4015.241,2760.446,0.0,9.014,56.58,87.86
2024-03-01T01:30:00.0,0.0,4015.241,2760.446,0.0,13.652,56.58,47.0
2024-03-01T02:00:00.0,0.0,4412.36,2700.543,0.0,20.976,51.53,62.19
2024-03-01T02:30:00.0,0.0,4412.36,2700.543,0.0,48.268,51.53,46.5
2024-03-01T03:00:00.0,0.0,4814.15,2705.685,0.0,95.33,53.31,46.5
2024-03-01T03:30:00.0,0.0,4814.15,2705.685,0.0,193.98,53.31,46.5
2024-03-01T04:00:00.0,0.0,5088.718,2758.532,0.0,335.0,63.0,46.2
2024-03-01T04:30:00.0,0.0,5088.718,2758.532,0.0,476.15999999999997,63.0,46.2
2024-03-01T05:00:00.0,0.0,5714.169,2790.791,0.0,538.88,67.09,46.0
2024-03-01T05:30:00.0,0.0,5714.169,2790.791,0.0,598.02,67.09,46.0
2024-03-01T06:00:00.0,0.0,6433.683,2870.749,0.0,554.16,74.12,110.0
2024-03-01T06:30:00.0,0.0,6433.683,2870.749,0.00107293426,654.56,74.12,110.0
2024-03-01T07:00:00.0,106.0,7524.4285,3121.9565000000002,34.1061044388,619.6,73.85,108.0
2024-03-01T07:30:00.0,299.0,7524.4285,3147.240333333333,76.045460432198,577.4200000000001,73.85,104.0
2024-03-01T08:00:00.0,574.5,8405.677,3335.941,74.2931872,665.94,70.36,93.9
2024-03-01T08:30:00.0,945.6666666666666,8405.677,3335.941,83.13858,753.4399999999999,70.36,93.9
2024-03-01T09:00:00.0,1429.0,9049.418333333333,3417.6594999999998,110.123636,806.196,57.57,93.9
2024-03-01T09:30:00.0,1944.5,9059.465,3417.6594999999998,154.3800564,800.596,57.57,93.9
2024-03-01T10:00:00.0,2440.0,9854.837,3754.1205,202.789591,761.9559999999999,57.31,86.0
2024-03-01T10:30:00.0,2978.5,9854.837,3754.1205,304.167594,802.5360000000001,57.31,93.9
2024-03-01T11:00:00.0,3478.0,10118.1312,4458.4856666666665,440.92154999999997,822.578,55.11,86.0
2024-03-01T11:30:00.0,4015.3333333333335,10084.315,4360.385,537.97975,826.254,55.11,52.0
2024-03-01T12:00:00.0,4410.666666666667,9981.391666666666,4561.3568,585.22195,826.112,54.04,78.0
2024-03-01T12:30:00.0,4667.8,9981.391666666666,4665.374,867.8729900000001,826.076,54.04,93.9
2024-03-01T13:00:00.0,4757.666666666667,9691.976,4923.289,873.7561099999999,826.018,54.64,93.9
2024-03-01T13:30:00.0,4640.6,9691.976,4701.334333333333,870.275416,826.078,54.64,96.42024
2024-03-01T14:00:00.0,4139.0,9322.247333333333,4805.7373333333335,880.99809,826.038,61.3,52.0
2024-03-01T14:30:00.0,3471.6666666666665,9213.3324,4805.7373333333335,893.08794,826.018,61.3,46.17
2024-03-01T15:00:00.0,2714.6666666666665,8772.144333333332,4848.169,645.526026,826.218,69.37,46.16
2024-03-01T15:30:00.0,1947.0,8772.144333333332,4725.395399999999,518.727096,825.9979999999999,69.37,85.0
2024-03-01T16:00:00.0,1227.0,8494.9686,4708.518666666667,269.7060365,826.096,78.17,94.0
2024-03-01T16:30:00.0,630.3333333333334,8415.487,4708.518666666667,88.6719391,825.158,78.17,108.6
2024-03-01T17:00:00.0,222.0,8088.416,4434.2,22.53704454,815.04,74.84,85.0
2024-03-01T17:30:00.0,0.0,7938.372200000001,4434.2,0.2520560979,810.3599999999999,74.84,108.5
2024-03-01T18:00:00.0,0.0,8008.302000000001,4323.163333333333,0.0,795.4,74.7,123.23194
2024-03-01T18:30:00.0,0.0,8008.302000000001,4323.163333333333,0.0,815.9,74.7,128.72313
2024-03-01T19:00:00.0,0.0,8077.6338000000005,4136.436,0.0,819.3199999999999,66.57,89.5
2024-03-01T19:30:00.0,0.0,8022.977333333333,4338.0746,0.0,818.4,66.57,52.0
2024-03-01T20:00:00.0,0.0,8036.855333333333,4014.7556666666665,0.0,817.08,62.28,108.0
2024-03-01T20:30:00.0,0.0,8036.855333333333,4104.5094,0.0,812.3199999999999,62.28,85.0
2024-03-01T21:00:00.0,0.0,8043.3098,3709.7884,0.0,789.3,56.03,50.0
2024-03-01T21:30:00.0,0.0,8119.745,3740.047666666667,0.0,695.46,56.03,107.00019
2024-03-01T22:00:00.0,0.0,8032.495,3463.2966666666666,0.0,457.68,59.14,106.99989
2024-03-01T22:30:00.0,0.0,8032.495,3463.2966666666666,0.0,448.86,59.14,84.0
2024-03-01T23:00:00.0,0.0,7905.104333333334,3226.0499999999997,0.0,548.64,63.32,80.5
2024-03-01T23:00:00.0,0.0,7905.104333333334,3226.0499999999997,0.0,548.64,63.32,80.5
2024-03-01T23:30:00.0,0.0,7905.104333333334,3226.0499999999997,0.0,413.04,63.32,80.5
2024-03-02T00:00:00.0,0.0,6711.573,2862.196,0.0,278.576,62.79,105.5
2024-03-02T00:30:00.0,0.0,6711.573,2862.196,0.0,260.85799999999995,62.79,86.23
2024-03-02T01:00:00.0,0.0,6874.72,2607.3,0.0,120.576,60.25,78.64969
2024-03-02T01:30:00.0,0.0,6874.72,2607.3,0.0,59.83,60.25,80.5
2024-03-02T02:00:00.0,0.0,6667.571,2365.037,0.0,190.12800000000001,58.31,46.6
2024-03-02T02:30:00.0,0.0,6667.571,2365.037,0.0,125.348,58.31,46.6
2024-03-02T03:00:00.0,0.0,6805.961,2143.27,0.0,60.834,57.87,60.21
2024-03-02T03:30:00.0,0.0,6805.961,2143.27,0.0,62.81999999999999,57.87,61.72
2024-03-02T04:00:00.0,0.0,6956.323,1975.788,0.0,221.4,57.18,62.98
2024-03-02T04:30:00.0,0.0,6956.323,1975.788,0.0,427.68,57.18,56.62
2024-03-02T05:00:00.0,0.0,7189.535,1898.643,0.0,552.0,58.79,46.86
2024-03-02T05:30:00.0,0.0,7189.535,1898.643,0.0,675.66,58.79,46.86
2024-03-02T06:00:00.0,0.0,7348.378,1868.153,0.0,725.64,60.63,46.6
2024-03-02T06:30:00.0,0.0,7348.378,1868.153,0.017724756720000002,729.0,60.63,45.05
2024-03-02T07:00:00.0,140.0,6885.739333333334,1891.2755,40.4039861,713.6,64.42,47.02
2024-03-02T07:30:00.0,329.5,7350.1336666666675,1891.2755,129.30129151,802.3,64.42,47.02
2024-03-02T08:00:00.0,561.0,7402.9345,1847.999,200.903103,821.56,68.44,74.84
2024-03-02T08:30:00.0,855.0,7402.9345,1847.999,312.686246,817.3199999999999,68.44,90.0
2024-03-02T09:00:00.0,1228.0,7575.9619999999995,1815.5249999999999,297.477117,819.48,67.51,97.0
2024-03-02T09:30:00.0,1686.3333333333333,7575.9619999999995,1823.3775,371.99712600000004,821.42,67.51,95.0
2024-03-02T10:00:00.0,2010.0,7838.823,1900.33,408.354791,823.838,63.54,84.5
2024-03-02T10:30:00.0,2374.5,7838.823,1900.33,491.146126,825.556,63.54,91.87994
2024-03-02T11:00:00.0,2720.0,7811.720666666667,2031.8978,498.989191,826.216,64.3,84.5
2024-03-02T11:30:00.0,3043.0,7811.720666666667,2035.016,622.437359,823.1759999999999,64.3,84.5
2024-03-02T12:00:00.0,3282.0,7771.646000000001,2132.079,833.931288,805.578,60.82,47.02
2024-03-02T12:30:00.0,3406.6666666666665,7832.701000000001,2132.079,617.089325,819.938,60.82,47.02
2024-03-02T13:00:00.0,3397.3333333333335,7813.054666666667,2211.083,557.05156,813.078,57.5,49.0
2024-03-02T13:30:00.0,3265.0,7813.054666666667,2164.9694,671.637578,813.136,57.5,47.1
2024-03-02T14:00:00.0,3022.6666666666665,7883.185333333334,2257.3830000000003,571.36228,818.338,61.12,47.1
2024-03-02T14:30:00.0,2657.3333333333335,7883.185333333334,2257.3830000000003,571.637134,823.36,61.12,47.1
2024-03-02T15:00:00.0,2180.2,7726.39925,2214.3292500000002,479.844112,825.838,70.71,47.1
2024-03-02T15:30:00.0,1602.6666666666667,7768.286666666667,2226.4036666666666,481.99976699999996,826.198,70.71,47.1
2024-03-02T16:00:00.0,1044.0,7324.0383999999995,2158.5406666666663,277.545466,826.138,78.33,47.1
2024-03-02T16:30:00.0,557.0,7383.627,2158.5406666666663,115.176807,826.18,78.33,57.0
2024-03-02T17:00:00.0,210.0,6896.053,2030.8739999999998,37.8895586,826.22,80.72,73.5
2024-03-02T17:30:00.0,0.0,6896.053,2007.3489999999997,1.32858271794,762.8199999999999,80.72,74.4
2024-03-02T18:00:00.0,0.0,6406.7864,2066.328666666667,0.0,696.12,76.14,73.0
2024-03-02T18:30:00.0,0.0,6514.611,2031.5040000000001,0.0,685.48,76.14,84.0
2024-03-02T19:00:00.0,0.0,6084.866666666666,2141.3963333333336,0.0,681.14,62.77,56.62
2024-03-02T19:30:00.0,0.0,5984.4502,2141.3963333333336,0.0,616.1,62.77,57.0
2024-03-02T20:00:00.0,0.0,5427.12175,2263.8696,0.0,567.62,67.2,47.27
2024-03-02T20:30:00.0,0.0,5306.498333333333,2080.2830000000004,0.0,546.72,67.2,47.26
2024-03-02T21:00:00.0,0.0,4926.0958,2001.7833999999998,0.0,477.62,60.46,47.27
2024-03-02T21:30:00.0,0.0,4730.115,2012.9360000000001,0.0,440.5,60.46,47.26
2024-03-02T22:00:00.0,0.0,4344.208333333333,1986.1822,0.0,412.28,58.39,47.1
2024-03-02T22:30:00.0,0.0,4262.4166000000005,2048.6576666666665,0.0,372.08,58.39,47.0
2024-03-02T23:00:00.0,0.0,3855.8166000000006,2013.5053333333335,0.0,405.82,59.27,78.07575
2024-03-02T23:00:00.0,0.0,3855.8166000000006,2013.5053333333335,0.0,405.82,59.27,78.07575
2024-03-02T23:30:00.0,0.0,4099.154,2013.5053333333335,0.0,369.96000000000004,59.27,47.27
2024-03-03T00:00:00.0,0.0,4180.733,2963.552,0.0,336.64,60.78,44.16341
2024-03-03T00:30:00.0,0.0,4180.733,2963.552,0.0,301.02,60.78,73.15094
2024-03-03T01:00:00.0,0.0,3644.609,2939.692,0.0,246.72,59.55,79.9
2024-03-03T01:30:00.0,0.0,3644.609,2939.692,0.0,213.60000000000002,59.55,79.9
2024-03-03T02:00:00.0,0.0,3236.394,2918.978,0.0,221.76,59.13,79.67
2024-03-03T02:30:00.0,0.0,3236.394,2918.978,0.0,220.96,59.13,78.5
2024-03-03T03:00:00.0,0.0,2871.945,2800.61,0.0,148.52,57.59,78.5
2024-03-03T03:30:00.0,0.0,2871.945,2800.61,0.0,107.22,57.59,78.5
2024-03-03T04:00:00.0,0.0,2644.595,2621.24,0.0,95.54400000000001,58.91,58.09
2024-03-03T04:30:00.0,0.0,2644.595,2621.24,0.0,74.45,58.91,47.6
2024-03-03T05:00:00.0,0.0,2555.406,2487.813,0.0,37.614,61.52,58.09
2024-03-03T05:30:00.0,0.0,2555.406,2487.813,0.0,25.567999999999998,61.52,78.5
2024-03-03T06:00:00.0,0.0,2454.609,2377.34,0.0,13.8,61.93,80.95
2024-03-03T06:30:00.0,42.0,2454.609,2377.34,0.160209279529,0.49,61.93,80.95
2024-03-03T07:00:00.0,420.0,2330.795,2359.483,32.804094,0.0,68.35,75.0
2024-03-03T07:30:00.0,1020.5,2330.795,2359.483,113.5229638,0.0,68.35,47.61
2024-03-03T08:00:00.0,1778.0,2214.044,2309.3885,223.384331,0.0,65.3,47.61
2024-03-03T08:30:00.0,2685.0,2214.044,2370.0123333333336,320.487184,0.0,65.3,47.6
2024-03-03T09:00:00.0,3456.0,2061.016,2289.708,453.18806,0.0,63.37,58.09
2024-03-03T09:30:00.0,4332.666666666667,2061.016,2289.708,474.383441,0.0,63.37,60.8
2024-03-03T10:00:00.0,4764.5,1989.752,2386.2259999999997,522.203977,0.0,62.09,47.81
2024-03-03T10:30:00.0,5187.0,1989.752,2386.2259999999997,615.949378,0.0,62.09,47.81
2024-03-03T11:00:00.0,5645.0,1892.3966666666665,2653.824,598.362229,0.0,65.35,47.83537
2024-03-03T11:30:00.0,5864.666666666667,1892.3966666666665,2653.824,621.699885,0.0,65.35,0.0
2024-03-03T12:00:00.0,5963.25,1770.4508,2698.1420000000003,706.15815,6.2,71.44,0.0
2024-03-03T12:30:00.0,5719.333333333333,1784.5706666666667,2698.1420000000003,771.2323,42.478,71.44,47.0
2024-03-03T13:00:00.0,5321.666666666667,1629.7166666666665,2614.706,820.783664,64.66,64.03,47.0
2024-03-03T13:30:00.0,4858.4,1652.5457999999999,2680.105,676.828543,59.1,64.03,58.09
2024-03-03T14:00:00.0,4259.333333333333,1536.9619999999998,2324.9485,516.150452,50.312,65.23,74.87
2024-03-03T14:30:00.0,3647.6666666666665,1536.9619999999998,2377.9696666666664,408.61995,57.778,65.23,80.0
